subject,text
Language,"Barrie was trying to help children understand ""that flying is magical, ""so that they wouldn't try to do it themselves and get hurt."" So the author is saying that J.M. Barrie changed ""Peter Pan"" and then he gives an example of the change. Let's zero in on that example and ask those questions that we just went over. So for this example, what is its purpose? Well, it does a couple of things. It shows us that J.M. Barrie was willing to make changes to his story after it was initially published."
Language,"It shows us that the author wants to portray Barrie as a responsible person. He heard about children injuring themselves by copying his story and so he made an effort to prevent that by changing a detail in the story. It's also a pretty specific example that I can picture. I can imagine kids jumping off of tall things and getting hurt, and Barrie feeling worried about that. And because I can picture it, I can better understand it, which helps me better understand the overall text."
Language,"I only excerpted a small portion of this text. So I'm not gonna ask how it connects to the text overall. But this example does raise other questions for me, like what other children's fiction accidentally encourages people to do dangerous stunts at home? Like jumping off your bed? Examples are really powerful! They can shape a reader's impression of a topic. As a writer, employ them tactically to help develop someone's understanding."
Language,"Recognize that when a series of examples comes in sequence, it tells a story, and story is an incredibly powerful tool. Use it responsibly. As a reader, understand the power that examples have and pay attention to how they're being used. A well-chosen example or two can create a false narrative. As readers, we are engaged in a push and pull with writers, especially when they are trying to convince us of something. Make a writer work to convince you. Read with a skeptical attitude."
Language,"And if you can do that, you can learn anything. David, out.."
Language,"And sometimes that purpose will be harder to see. As readers, our job is to consider the author's purpose as we read. How is it influencing the information the author shares? How is it influencing my understanding of the topic? Is what I think the same as what the author thinks? Do I agree with them? Do I disagree? You may be familiar with the memory device of P.I.E., persuade, inform, entertain, as three categories of purpose. But I'd like to go deeper than that."
Language,"I live in Washington, D.C., which is home to an entire professional class of what are called lobbyists, people whose job it is to advocate to Congress on behalf of a special interest, for example, the oil industry or the cheese industry. This isn't always bad. You can learn more about lobbyists and advocates in Khan Academy's Government and Politics course. But frequently, it takes the form of someone from an industry trying to convince Congress to give them a competitive advantage over other industries."
Language,"Now, let's pull real-world politics out of this and pretend for the purposes of this lesson that there are two warring lobbying groups in D.C. One that represents the cake industry, and another that represents the pie industry. An age-old conflict. So hold that conflict in your mind for a second, cake versus pie. Now, when we read informational text, we should be learning new information. But the author's opinions can shape the text to the point where the information becomes biased or misleading."
Language,"When you read informational text, maintain an air of healthy skepticism. Ask yourself the following questions constantly. What's the author's opinion? What information did they include, or what information did they leave out? And if so, was that on purpose? What's the connotation of the author's word choice? You know, how do the words feel? And what's the overall tone of the piece? So now we have these questions to ask ourselves, let's return to our pie versus cake lobby fight in Washington."
Language,"So imagine you're reading ""The Washington Post,"" and you see this opinion column. ""Cake Connected to Cavities ""and Poor Dental Health, Study Finds."" ""A recent study by the American Dental Association ""connected the consumption of cake or similar foods ""with a 30% increased risk of tooth decay, ""cavities, and gingivitis. ""People who reported having consumed cake ""in the previous 60 days were significantly more likely ""to experience problems related to dental health ""than those people who did not."
Language,"""Cake is dangerous. ""Cake, which rarely contains fruit, will rot your teeth."" And then if we squint down at the very bottom of the column, it'll say in small text, ""The author is the CEO ""of Circular Solutions, a pie-advocacy network."" And now let's ask ourselves those same questions again while acknowledging that this is a fake story that I made up for the purposes of this video. There is nobody named Wendell Apricotjam, although I wish there were, that'd be a great name."
Language,"So, what's the author's opinion? Well, it seems to me that the author really thinks cake is dangerous and poses a threat to the nation's dental health. We know this because they literally say ""cake is dangerous."" They want people to buy and eat fewer cakes. What information did the author choose to include? Well, so this is interesting."
Language,"The author talks about the results of this study and the big takeaways about the danger of cake or similar foods, and then they go on to mention incidentally that cake rarely contains fruit. That's a curious thing to say. It's almost like they're saying, ""Pie, which has fruit in it, is better for you than cake,"" without actually saying it."
Language,"What information did the author choose to leave out? Well, notice that the piece says ""cake or similar foods."" I would be hard-pressed to come up with a definition of foods similar to cake that does not also include desserts like pie. But the way that this piece is written, it swerves out of its way to avoid pinning the same tooth decay risks on pie the way that it blames cake."
Language,"I think it would be reasonable to assume that if we read the underlying study that this opinion piece is based on, it would include pies and cakes in the same category of sugary desserts that are associated with bad dental outcomes. Why would the author do this? Well, they want you to buy pie instead of cake. But they don't want you to think too hard about it because if you did, you would buy and eat both less cake and less pie. And the pie lobby doesn't want that."
Language,"What's the connotation or the feeling of the author's word choices? Well, they're citing a scientific study by dentists, so they want you to take their warning seriously, and they're using words like risk and danger, rot and problems. They want you to make an association between eating cake and bad tooth health. They want you to associate scientific language with trustworthiness. So I'm gonna put down scientific authority here. What's the overall tone? It's negative."
Language,"The author does not want you to eat cake. They want you to think it's bad, and they've planted a little hint here that fruity foods are better. And what's a fruity food? Can they say pie is safer? No, not without lying outright. Now, I wanna be clear about two things. Sometimes an author's purpose really will just be to inform straightforwardly. Not everything has to be a tug-of-war between you and the author over the truth."
Language,"Sometimes a writer just wants you to know the lifecycle of a butterfly, or how to make egg salad, or the order the U.S. presidents came in. But most of the time, there's a purpose, an opinion, behind the text. Now, the second thing I wanna be super clear about is that I made up this whole thing. I made up the article, the statistics, Wendell, you know, all of that's fake. I like both pie and cake very much."
Language,"And now that I've said that, I'm sure you're wondering, ""Oh, is David in the pocket of big dessert?"" And the answer is no. I'm in the pocket of big free education for everyone everywhere. You can learn anything. David out.."
Language,"Definitely, consult your parent or guardian. But in the film, you witness four distinct accounts from four separate people. And each person remembers what happened very differently. The stories contradict each other. And by the end of the film, it's still not completely clear who did what to whom. Now, this raises an interesting philosophical question."
Language,"What is the truth? How does a person's perspective their point of view, their background, and their beliefs change the way they interpret events or ideas? As readers, it's our job to engage with that question by reading and synthesizing multiple accounts of events. When we read multiple accounts, we grow closer to understanding a fuller picture of what happened. Now, we've talked before about the distinction between firsthand and secondhand accounts. So in 1912, the Titanic sank."
Language,"Someone was aboard and survived to tell their story has a firsthand account. A historian who writes an account of the Titanic has a secondhand account and can incorporate multiple perspectives. But even among the firsthand accounts, you can have wildly different stories. Compare someone who was working in the ship's boiler room to a rich passenger in a fancy suite. They would've had very different experiences of surviving or, ugh, not surviving, a shipwreck."
Language,"And it's important to get in a range of perspectives in order to get that full picture. If you ever watched any kind of sports game, you've probably seen an argument like this. That's a baseball player arguing with an umpire. Umpires and referees have one perspective on a sports game, ""You were out!"" And the players have another, ""I was safe!"" They both saw the same event, the same play, but they see it differently because their perspectives are so different."
Language,"Now, we can take this understanding to the texts that we read. Who's the author of a text? What's their perspective? And what informs that perspective? The baseball player wants to be declared safe, the umpire wants to adhere to the rules as strictly as possible, but maybe there also an umpire that likes to call players out because they like having that power over people. Let's go back to the example of the crime scene from the beginning of the video. Imagine there's been a car crash."
Language,"Now, below are two different accounts of the same crash. From the driver's perspective, ""I was driving along, hands on the wheel, ""eyes on the road, when suddenly, ""out of nowhere, this kid on a bike ""comes racing out in front of me! ""I swerve to avoid them ""and ran my car into this tree. ""It's the biker's fault my car is wrecked!"" Now, here's the cyclist's perspective. ""I was biking along, in the bike lane, ""when I look over and this driver is texting, ""not looking where they're going."
Language,"""They were weaving into the bike lane, ""so I moved out into the road ""to keep from being hit. ""They must have panicked because they crashed ""their car right into a tree. ""I'm lucky the driver didn't hit me! ""They should pay attention when they drive"" Same situation, very different perspectives. Now, if we only had an additional eye witness to tell us what they saw. That might clear things up. The more accounts you have, the more confident you can feel in the accuracy of the facts."
Language,"So ask yourself who's writing the text. Are they a fancy passenger on a cruise ship or are they shoveling coal in the boiler room? Are they a baseball player or a baseball umpire? It is only by comparing multiple accounts that we'll get to the bottom of things. You can learn anything, David out.."
Language,"using details from a text to make inferences, aren't you? - [Sherlock Bones] Yes, my boy! It's simplicity itself. But first, let me deduce a few things about you, shall I? -    Well, Mr. Bones, we're trying to do this about writing, not about people, so... - [Bones] Give me your hand. -    Waugh! - [Bones] Ah, you like to cook, you have a nervous disposition and you work for Khan Academy."
Language,"-    Now how did you know that? - [Bones] You have a callus on your finger from how you hold a knife, your fingernails are bitten, not clipped and your messenger bag says Khan Academy. -    Well and I told you who I was before I showed up. - [Bones] That too. -    But what does this have to do with reading a book? - [Bones] I correctly deduced several truths about your person based on clues, my good David. Indeed, all inference is making sense of clues."
Language,"When you read a story, you are constantly making inferences. -    I see. Okay, I'll read a passage and then see what I can make of it. An hour later, thick smoke poured up the stairs. The smoke detector screamed and I could hear Uncle Paleo stumbling around with the fire extinguisher. When he came upstairs afterward, his footsteps sounded slow and heavy. He was a wreck, broken glasses, black smudges on his face and singed hair."
Language,"Okay, so I can surmise that there was some kind of fire or explosion downstairs, where the character Uncle Paleo was. - [Bones] Hm, how do you know? -    Well his hair was singed, that's another word for burned and his face was covered in black smudges like you get from soot from a fire and there was all the smoke and the smoke detector went off. - [Bones] And there is also the matter of the fire extinguisher. -    Also that. - [Bones] I see something else in that passage too."
Language,"-    What's that, Mr. Bones? - [Bones] Uncle Paleo was exhausted by putting out the fire. -    How can you tell? Where does it say that? - [Bones] Well, it doesn't. That's inference, my lad. Note here how it said his footsteps sounded slow and heavy. Why might that be? -    He stepped in something sticky. No, oo, he's wearing shoes made of lead. - [Bones] Well, those are indeed possible explanations but you want to think of the most likely option."
Language,"-    He was running around to put the fire out and it made him tired. - [Bones] So, you were reading between the lines, were you? Drawing conclusions from the text? -    I was. So we know for sure Uncle Paleo was tired, right? - [Bones] WE DO NOT, SIR. -    Oh!! - [Bones] An inference is only one possible conclusion but is not the only conclusion. -    So what are we to do? - [Bones] The more clues you discover, the stronger your inferences will become."
Language,"You have to look at what you already know about a character, about the setting of the story, the events of a story's plot and piece it together from there. You know that fires create lots of black dust or soot so it strengthens your argument in favor of a fire. And it's background knowledge like that, about the way the world works that will serve you as a reader and as a maker of inferences. Apply what you know to the world of the story and make inferences based on that."
Language,"-    And then, I can become the world's greatest consulting detective? - [Bones] You can become like the world's 50th greatest consulting detective, top of the heap's rather full, I'm afraid. -    Well, thank you for your time today, Mr. Bones. Best of luck with your case work. - [Bones] Thank you; I shan't need it. (barks) -    You can learn anything. David out.."
Language,"At the time of this recording, I'm 31 and I run into new and confusing words every day. I read a lot and it's always a fun challenge to run into words like, I don't know, glabrous or limned or nacreous. I know a lot about language and even I have trouble figuring out what those words mean on their own. So it's important to rely on context, the language that surrounds the word. Let's say you're reading a text and you come across a sentence that has a word in it you don't recognize."
Language,"Here's a bit from a passage about the famous chimpanzee researcher Jane Goodall. ""Jane Goodall arrived at Tanzania's ""Gombee Stream National Park in 1960. ""She was considered somewhat unconventional ""among other animal researchers. ""After all, she had not yet been to college."" So let's pause on unconventional. What does that word mean? Well, let me give you some ideas, that's the memory aid I use to keep it straight."
Language,"IDEAS, it stands for inference, definition, example, antonym, synonym, I-D-E-A-S, IDEAS, which are all different kinds of context clues. Every word will have a different context, so you might need to vary your approach. The way this snippet is written let's try inference first, then I'll rewrite the sentence a few times to show you the other methods. Okay, the I in IDEAS, inference. We can draw conclusions from the context."
Language,"If we don't know what unconventional means, we can take a look at the rest of the sentence or other nearby sentences to figure it out. Being unconventional seems to make Goodall different from other researchers. She hadn't yet been to college which implies that the rest of them had. That doesn't give us a full answer but it does tell us that she's different somehow. So I think unconventional might mean different than what is normal."
Language,"And because I'm making an inference about this word's meaning I wanna keep an eye out for it in other places to see if I can confirm or revise that working definition later. D - definition. Context clues like these will just give you the definition of the word in question. So a good example of that would be: ""She was considered somewhat unconventional ""among other animal researchers."
Language,"""She hadn't been to college yet, ""and this made her different and unexpected."" Different and unexpected is a great definition for the word unconventional. This style of context clue occurs when the author expects a word to be unfamiliar to you and builds in a guide for you right there in the text. The E in IDEAS stands for example, and this is somewhere between inference and definition. If the author describes Goodall as unconventional, they'll go on to talk about something unconventional that Goodall did."
Language,"""She was considered somewhat unconventional ""among animal researchers. ""For one thing, she hadn't been to college yet."" So this is very similar to that initial sentence, except for the transition phrase for one thing, which is a way to set up examples. Antonym - an antonym is a word whose meaning is the opposite of another word, like how night is the opposite of day, or how love is the opposite of hate."
Language,"So if there's an example in the text of what Jane Goodall was not, we can use that to figure out what she was. So let's say the passage said: ""Goodall was unconventional. ""She didn't conform, and she wasn't ordinary."" There we have two antonyms and our answer. Similarly, synonym just means write another word with the same meaning similar to a definition. ""Jane Goodall was unconventional. ""She was a nonconformist."
Language,"""She went against the grain."" You can see that I had to rewrite the sentences each time to apply to each context clue strategy, which shows me that you won't find all five context clues every time you need to search for a word's meaning. You need to find the approach that makes the most sense in context. See what I did there, ah huh? And failing that, you can always look up an unfamiliar word in a dictionary. I love to do that."
Language,"I think that's great, but I also feel a sense of victory when I correctly figure out what a new word means, when I've put it together from context. And maybe if I'm still curious, I look it up later and then I turn out to be right, and I'm all like ""Victory at sea, I did it!"" Oh, and if you were curious, glabrous means smooth and hairless like a leaf or the skin of a frog. Nacreous means shiny and rainbow colored like the inside of an oyster shell."
Language,"And to limn something means to draw the outline of or to be highlighted in light. You can learn anything, David out.."
Language,"I don't literally mean that I've got a bear. That would be extremely sweet. Love a bear, love bear's whole thing with the snacking and the sleeping and the eating of fish, but no. A bear of is a figurative expression that means something difficult. So a bear of a lesson is a difficult lesson and that's what we're talking about today. Not bears, sorry, but non-literal uses of language, which we call figurative language or figures of speech. Figurative language says one thing but means another."
