subject,text
Social Studies,"And I think what's really important about looking at a speech like this is not only that we can learn to analyze this as a primary source, which will be helpful for thinking about it historically, but also because I think it's really useful to be able to look at a Presidential speech, or a speech given by any politician, and understand what kind of claims they're making and how they're making them."
Social Studies,"-  So, Kim, before we go any further, what even is a primary source? What's the difference between a primary and a secondary source? -  Great question. So a primary source is a document that takes a look at an event from the perspective of someone who was there. So, a primary source could be lots of things. It could be a photograph taken by someone who was, perhaps, attending a political rally."
Social Studies,"It could be a diary of, maybe, someone who was active in the women's rights movement in the 19th century. Certainly any speech, or even, let's say, like a oral history conversation, and I've mentioned a lot of significant things here, but it also doesn't even have to be something that is connected with a significant person or a famous event. It could be a shopping list, right, if you are studying the consumption habits of someone who lived in the 1950's."
Social Studies,"What they bought at the grocery store would tell you a lot about what they ate, what they could spend. So, a primary source is kind of the real meat of research material that shows you what people, at the time, were thinking. -  Okay, so a primary source is an artifact left behind by someone who was there. -  Exactly. -  What is a secondary source? -  So a secondary source is an interpretation. So, say I'm a historian, which I happen to be."
Social Studies,"-  Oh my goodness! (laughter) What a coincidence. (laughter) -  So I have done the work of digging up a bunch of primary sources, and, then, you look at all of them and see what they have in common, for example. So maybe I'm writing about Abraham Lincoln, and I get a lot of photographs of Lincoln, I get a lot of writings by Lincoln and his contemporaries and I go through all of them and I come up with my interpretation of what was going on in Lincoln's life."
Social Studies,"So, I write a book on Lincoln by Kim. -  Until now... (laughter) -  And that's my interpretation. -  Okay. -  Right? So the things that I'm interested in say Lincoln's religion, or lack thereof, might not be the same things that another historian would be interested. Say, they're interested in Lincoln's foreign policy."
Social Studies,"So, my interpretation is just one way of looking at those primary sources where another historian might have a completely different interpretation. What's also important about secondary sources is that I wasn't there, right? I never talked to Lincoln. He, you know, died more than 100 years before I was born, which means that you can only trust me so much. You can, instead, maybe get a much clearer picture of what Lincoln was really thinking by reading his own words."
Social Studies,"-  So, trust secondary sources about as far as you can throw them? -  Well, maybe trust all sources about as far as you can throw them, right, because everyone at every time has their own perspective. And so, the ideas of someone who lived in the 19th century are gonna be different than the ideas of someone who lives now, and you only know as much as you can know, right? You're only as informed as the information that you have."
Social Studies,"So, you really have to take everything with a grain of salt and compare it with other sources from its time period, and other sources later on, to get a sense of what's important. -  So you're saying that you might have a different perspective on Lincoln than another Lincoln scholar, but that Lincoln's writings, themselves, also contain Lincoln's own biases from his lifetime. -  Right."
Social Studies,"-  Okay, so what are we doing with Roosevelt's Inaugural Address, here? -  All right. So, let's take a look at this Inaugural Address as though we're historians, right? We're gonna sit down and really get into the... -  The feeling of the Great Depression? (laughter) All right. -  We're gonna get depressed. -  All right, I'm ready."
Social Studies,"So we've determined that because he was there and because this is a speech delivered by him, that this speech of Franklin Delano Roosevelt is a primary source. -  Right, and it's a great way to look at the Great Depression, right? If we want to know what people are thinking about, it's very important to see what the President of the United States has to say when he's been elected."
Social Studies,"So David, I know that you've been dying to read this in your terrific impression of Roosevelt, so I'm gonna turn it over to you to get a sense of what Roosevelt has to say. -  Okay, I'm gonna scoot back from the mike. ""I am certain that my fellow Americans expect ""that on my induction into the Presidency ""I will address them with a candor and a decision ""which the present situation of our people impel. ""This is preeminently the time to speak the truth, ""the whole truth, frankly and boldly."
Social Studies,"""Nor need we shrink from honestly facing conditions ""in our country today. ""This great Nation will endure as it has endured, ""will revive and will prosper. ""So, first of all, let me assert my firm belief ""that the only thing we have to fear is fear itself - ""nameless, unreasoning, unjustified terror ""which paralyzes needed efforts ""to convert retreat into advance."" -  That was beautiful (laughter). Thank you so much. -  You're welcome. -  All right."
Social Studies,"So how do we analyze this as a primary source and as a speech. And I think the first thing we want to do, step one if you will, is just identify what's going on, and thankfully, that's pretty easy for us, right now. -  Right, this is a speech given by the President of the United States in the moment that he becomes President. -  Right, so we know when it was, in March 4th, 1933. We know who gave this speech, Franklin Delano Roosevelt, just about to be inducted as President."
Social Studies,"We know why he gave it, right, very important for Presidents when they take office to make an Inaugural Address. So, we've got some basics here. We can even infer from the Inaugural Address where this was given, right, in Washington D.C. All right so in our identification, we've got that it's a speech, it's in D.C., happened in 1933, by FDR. So that's our identification stage. So to get at a little deeper level for this, let's move on to a second step which would be, kind of giving some context."
Social Studies,"So it's 1933. What's going on? -  Let's see. So, the Great Depression has been going on for four years. -  Uh-hmm. -  Prohibition has not ended yet, right? -  Right. -  Repeal has not come, so liquor is still illegal in the United States, for sale and transport. There's massive unemployment. The Dust Bowl is still raging. America is not in the greatest place! -  No, it's a depression, and it's a depression in all sorts of ways, right."
Social Studies,"People are emotionally depressed and there's an economic depression. All right, so we've got the general gist now that this is a speech from 1933 confronting the Great Depression. So let's get into a little bit more of the specifics. What is he actually talking about in this speech? -  Well, if you look at this speech, you can kind of see that he's acknowledging that things are bad. -  Right. -  Right. It's time to speak the truth."
Social Studies,"So he keeps talking about how, you know, ""It's time to speak the truth. ""We'll address the American people with candor. ""It is time to speak the truth, the whole truth, ""frankly and boldly."
Social Studies,"""We will not shrink from honestly facing conditions ""in the country today."" So Roosevelt is really priming everyone to say, ""Like okay, you have not been told the truth ""from your head of government for the longest time, ""and now it's time to deal frankly ""with just how bad things have gotten."" And what's interesting, is that he says, ""Things are not, you know, great, ""but in every dark hour of our National life ""a leadership of frankness and vigor has met ""with that understanding and support ""of the people themselves which is essential to victory."" And he's saying that there's no need to be afraid of anything except just malaise."
Social Studies,"He's saying that Americans need to meet the problem of the depression with like an up-welling of national will. -  Right, and I think, you know, it's nice that he's saying, ""Look, I'm gonna tell it like it is. ""Things are bad. ""I recognize that things are bad."" And that's pretty important, because up until this point, Herbert Hoover hadn't really done much to recognize that things were bad."
Social Studies,"You know, he saw that people were suffering, and, yet, he said this is not necessarily the responsibility of government to deal with this crisis. -  So Roosevelt, actually, calls it, ""a dark hour of our National life."" Right, like this is an acknowledging that things are not great is a big part of this speech."
Social Studies,"But he's also saying that it's possible for us to bounce back if we are honest about the problems, and we address it with vigor, and that is kind of the New Deal, right, is addressing the problems honestly and with national exuberance. -  Yeah, and I think this is such a fascinating speech because, for one thing, this phrase has kind of come into our national lexicon, right. ""There's nothing to fear but fear itself,"" which is kind of strange."
Social Studies,"It's one of those things, like ""Have your cake and eat it too."" That you're like, ""Wait how is that possible?"" So, what does he mean by, ""The only thing we have to fear is fear itself."" -  I think he's saying that this is no time to panic, and that the only thing that we should be afraid of is unreasoning terror. We shouldn't be running around like chickens with our heads cut off."
Social Studies,"Right, like this is the time to stand firm against nameless terror and focus on making the problems that we are facing into small, like accessible, combatable chunks. -  I think that another thing that's important about what he's saying there is that the Great Depression is caused by something that is very new in American culture, which is the stock market. And the stock market doesn't play by the rules of straight supply and demand. Instead, they play on confidence."
Social Studies,"And so, the reason that the stock market crash of 1929 happens is because people stopped having confidence that stocks are worth as much as the stock market says they are. So, everyone pulls out. There's a panic, and global banking pretty much collapses. And that's a really hard thing to deal with, right? I mean it's not like you're taking your money out of the bank or me taking my money out of the bank at any one time could cause an international depression. -  Right."
Social Studies,"-  But when there is a large group of people who all get panicked at the same time and take their money out of the banks, the banks fail. -  Right, and so what I think Roosevelt is saying is that we cannot allow a sweeping wave of panic to come over the nation again. -  Exactly. -  So, that's the context for this speech is things are bad."
Social Studies,"The reason things are bad is because of this wave of nameless, unreasoning, unjustified terror, and ""America, I need your support ""to make sure we don't let that happen again, ""so we can turn this retreat into an advance."" -  In our next video, we'll go more into how we can analyze this source and use it to construct an argument of our own.."
Social Studies,"-  Let's get a little more into what else goes on in this speech, not just the very famous opening paragraph. We start here with saying people are facing the grim problem of existence, and a foolish optimist can deny the dark realities of the moment, and then what comes next? -  Let's hear all this in context. Yet our distress comes from no failure of substance."
Social Studies,"We are stricken by no plague of locusts, compared with the perils which our forefathers conquered, because they believed and were not afraid, we still have much to be thankful for. Nature still offers her bounty and human efforts have multiplied. Plenty is at our doorstep, but a generous use of it languishes in the very sight of the supply. Primarily this is because the rulers of the exchange of mankind's goods have failed through their own stubbornness and their own incompetence."
Social Studies,"Having admitted their failure and abdicated, practices of the unscrupulous money changers stand indicted in the court of public opinion, rejected by the hearts and minds of man. Restoration calls however, not for changes in ethics alone. This nation asks for action and action now. What's interesting about this paragraph is that there's a lot of Bible stuff going on in here. There's a lot of biblical references that serve to do I think a lot of work for Roosevelt in this inaugural address."
Social Studies,"-  As you talked, I just underlined the things that really stood out to me as maybe kind of the heart of what he was saying, and you're saying these are like Biblical references. What do you mean by that? -  Some of them are."
Social Studies,"When we're talking about plague of locusts and money changers specifically, we're looking at old and new testament references respectively, in fact, later in this speech, he refers to money changers being chased out of our nation's temple which is a deliberate reference to the New Testament. -  This is very grand. We love to hear this speech so much, because it has that kind of ringing of authenticity in a way that maybe a modern speech does not."
Social Studies,"-  Some of that authenticity comes through association with ethic literature and the Bible. He's making these illusions to great Biblical events. Like the plague of locusts being visited upon Egypt which was like a great and terrible plague, and he's using that as a counter point to the misery of the present moment. He's saying, look, things could be worse. We could be ancient Egypt in the Bible, and locusts could be eating all of our crops."
Social Studies,"Things are bad, but it's not like God himself is willing destruction upon us. -  Yeah, I think this is also another one of the really interesting things about the great depression. It's true that there were farm failures during the dust bowl, but on the whole it's not like people stopped producing food. This wasn't a famine. What it was was a crisis of confidence where prices went down significantly, and so farmers could not make a living on their crops. It's not that they didn't have food."
Social Studies,"It's that they didn't have money, and I also feel like there's a different aspect to the reason that he uses this biblical language here, and I think that's because it's very authoritative. When you stand up in front of a group of people and Roosevelt has this powerful voice which really resonates with people, and you speak like a preacher would speak. It says, this is a man of authority. This is a man who perhaps is in touch with the moral authority associated with the Christian Bible."
Social Studies,"-  Sure, for a very long time, authority was kind of correlated with your ability to quote chapter and verse. I mean we're talking about a man who is just put his hand on a Bible in order to swear himself in. -  It really makes him seem not only like he knows what he's talking about, but also that he's got a handle on the situation."
Social Studies,"-  What we're saying that by harnessing the language, he's trying to harness the authority that people have invested in the church by using the language of the church. -  What we're doing here, I might call step three which is to identify how an argument is made. We're looking at his rhetorical strategies and seeing how they're effective or in perhaps another case, not effective in conveying his opinion, and I say opinion."
Social Studies,"At this point, what would we say that his opinion of the Great Depression is? -  That it's specific people's fault, that it is at the fault of not just this wave of panic, but on a count of some greedy people, the unscrupulous money changers and the rulers of the exchanges. He's blaming bankers for the great depression, which I think is fair. There's very little regulation in the 1920s that would prevent the kind of fraud that could lead to a collapse of banking."
Social Studies,"For example, insider trading is not illegal, and most people bought stocks on margin which is a terrible idea which means you only have to put 10% of the value of a bond down before you buy it, which means that there's a lot of theoretical money floating around out there that's not backed by much real money. -  That sounds like a terrible idea. -  It was a terrible idea. -  It's like buying stocks on credit. -  Exactly. -  Oh, man."
Social Studies,"-  His argument is that first, things could be worse. Second of all, the reason things are bad is because of these people. Thing number three, here's how we're going to get back on track. -  This is where we get here at the end. The nation asks for action, and action now, which it says not only a mention of how he's going to get things done but a covert poke at Herbert Hoover for not doing much, and then he says, our greatest primary task is to put people to work."
Social Studies,Remember there's an unemployment rate of 25%. -  That is so many people. -  Our current unemployment rate is less than 5% to give you an idea. This is no unsolvable problem if we face it wisely and courageously.
Social Studies,"it can be accomplished in part by direct recruiting by the government itself, treating the task as we would treat the emergency of a war, but at the same time, through this employment, accomplishing greatly needed projects to stimulate and reorganize the use of our natural resources. -  This is a radical idea."
Social Studies,"-  It is a really radical idea, and this is one reason why historians love to study the great depression and the administration of Franklin Delano Roosevelt, because this is kind of the decade where we threw out the rulebook, and I think what Roosevelt is saying here is he was willing to try anything to conquer the great depression, and one of the things he tries is bringing the government into the process of giving people work. We've got a sense of what he's arguing and how he's arguing it."
Social Studies,"Let's take a higher level look now. Let's say step four is seeing if you can analyze the potential bias of a source, and I wanna be clear that all sources are biased. I think a common misconception is that if you're looking at a source, it's either biased or it's not. It's written by someone who has an agenda or someone whose completely impartial, and that is never the case."
Social Studies,"-  What about a photograph? If I take a photograph of something or someone, isn't that then objective rendering of that person or object? -  It certainly shows what was there at that moment in time, but even photographers are making choices. When you pick up a camera and you take a picture of a thing, you are taking a picture of that thing and not something else, which in itself a form of bias to say I think this is important or this is what I want you to see."
Social Studies,"-  Where we put the frame is a choice. The question is what is Roosevelt not saying in this speech? What is he not taking a photograph of? What's just outside the view of his camera? -  And why is he taking this photograph of a speech? When he sat down to write this, what was motivating him? And what are some of the perhaps even less obvious factors about why he makes the argument that he does. -  Obviously, the man has a bias in favor of his own politics."
Social Studies,"These are his administrations, ideas. He's going to be coming out in favor of those very strongly. -  FDR is a democrat. There really haven't been many democrats in office since before the Lincoln administration since the 1860s. That's a new thing. This is the popular base rejecting Hoover and the Republican party because of the Great Depression. -  Right. -  He's bringing democratic political ideas to the table here."
Social Studies,"-  He's trying to make a case for those political ideas in this speech. He was elected by the majority of American voters, but now he has to make the case to the rest of the United States. He has to make a case to the people that didn't elect him."
Social Studies,"-  He's saying that direct recruiting by the government itself, government jobs, having the powers as if the depression were war, that is a case for really strong government intervention which is a key stone of the democratic party compared to Republicans who generally advocate for a smaller government. He's saying this is what's gonna work. The democratic platform of using the government in the economy and in social programs is what's going to work to get us out of this depression."
Social Studies,"-  He's making a big strong case for federalism. -  Exactly, what I think is interesting though here is that there's a lot he doesn't say, and I think that's also important to look at when you're analyzing a primary source. There's a lot that you could talk about, but you make choices about what to talk about and what not to mention. What could you say he doesn't mention here? -  He doesn't mention how any of this is going to work."
Social Studies,"-  Yeah, I think that's maybe the biggest missing piece here. This is broad strokes. This is getting people on board, but no where does he say, okay here's exactly what I'm going to do. Let me tell you how many dollars I'm going to spend, how many people I'm going to hire, what sort of cabinets I'm going to create. This is not a time for specifics he says. This is almost more of an inspirational speech to say okay, I gotcha. We've looked at the source."
Social Studies,"We've analyzed it's rhetorical strategies, and it's potential bias. The last thing we might wanna do with this is now think about how we could use it as a source. -  We're taking this primary source, and we're turning it into a secondary source. -  Right, so say that you are sitting down to write an essay about the Great Depression, and you've gotta say, now can I use Franklin Delano Roosevelt's inaugural address to make my point in my essay? Step five let's say synthesize perhaps."
Social Studies,"Using my big words, as a tool for your own argument. -  I would say that this speech is the frame that Roosevelt is putting on the depression. This is how he is creating the narrative that he wants Americans to adopt or he is identifying the crisis and this is how he wants people to see it. -  Yeah, so this might be a great primary source to tell you about Roosevelt's strategy or his communication strategy."
Social Studies,"What might it not be a very good primary source to help you make an agrument for? -  It probably wouldn't be a very good primary source for the Republican legislative response. You might wanna go with Senator Reid Smoot of Utah for something like that. -  Right, and it's probably not a great source for really diving into the specifics of the new deal. He doesn't say anything about the civilian conservation corp. He doesn't say anything about the national recovery administration."
Social Studies,"This is not the nuts and bolts of the new deal. It's the grand idea behind it. -  Right, he's trying to sell the new deal. -  It's I think, a really powerful primary source for understanding the impetus behind the new deal, but not the programs. -  Sweet. -  Alright, well thank you for bringing your sweet grammarian skills to the table as we look at Roosevelt's speech. -  My pleasure, thank you for bringing your sweet historian skills to the table."
Social Studies,-  Kim and David out. -  Scholarly high five!.
Social Studies,"So, these three phrases that I want to talk about are: ""Throughout history,"" ""It was inevitable,"" and ""And that's why [insert country here] is so great today."" So, why are these phrases so problematic? Let's start with ""Throughout history."" So, this is something that you frequently see in writing, from historical essays to pieces of journalism and it often has the ring of making something seem really strong and adding the weight of eons of history behind a single sentence. History is a very long thing."
Social Studies,"I mean, for recorded history we're going back maybe five thousand, seven thousand years. And think about the many different cultures and types of people and ideas that existed throughout that time period. If you're sitting down to write an essay about, let's say, The Cold War, and you start: ""Throughout history people have feared nuclear attack,"" well, the first thing your reader is going to think is: ""Wait! The nuclear bomb was only developed in 1945."
Social Studies,"I mean, that's not throughout history, that's only throughout the last seventy years."" Or what about: ""Throughout history people have gone to war over religion."" Your reader might think: ""Well, what about when people didn't live close enough to each other to go to war about different beliefs?"" And do we really want to send the message that having different religions mean that you necessarily have to go to war? One thing that ""Throughout history"" does is it makes an assumption about human nature, right?, that the way that people think now is the way that people have always thought throughout history, or the way that people behave now is the way that people have always behaved throughout history."
Social Studies,"And if there's anything that is one of the core beliefs of the study of history is that people are different over time. It's fun to study the past because people in the past weren't like us. They had different ideas, different beliefs, different cultural values. And so, if you want to be really strong about how you start a historical essay, always start it in a really specific part of time that you're talking about."
Social Studies,"So, if you're talking about the period from 1945 to 1965, say ""In the post-war era"" or ""In the late 19th century."" And you might also add ""In the United States."" Right? This shows that you have a strong grasp of both the time and the place that you're writing about. And so, you can make an argument that is specific to that time period. Okay, let's move on to ""It was inevitable."" I think we like to use the word inevitable because it's long and it sounds pretty cool."
Social Studies,"But think about what inevitable really means. It means ""It was unavoidable,"" there was no other thing that could have happened. Now think of a version of history where everything is inevitable. Everything was just going to happen no matter whether anyone did anything or not. That shows an interpretation of history that says that people's choices don't matter. And if you want to emphasize anything in history, it's how much choices matter. There are very few things that are inevitable in history."
Social Studies,"Most of them, I would say, are natural disasters, right? There is going to eventually be an earthquake in California is inevitable because there's a fault line. That's something that humans can't control, But for almost everything else in history, humans can control it. And they do decide how to react to certain situations. For example, take the sinking of the USS Maine in Havana Harbor, right? This is the event that leads to the United States going to war with Spain over Cuba in 1898."
Social Studies,"And the reason that this happened was because the USS Maine exploded in Havana Harbor. Now, we know and the Spanish suggested at the time that the reason that the USS Maine exploded was due to a spontaneous combustion on-board. There was an equipment malfunction. The United States chose to believe that this ship sinking was the result of a Spanish bomb and declared war. Now, you might have said: ""War was inevitable."" But it really wasn't."
Social Studies,"There were many ways that the United States could have chosen differently in that moment, to say: ""Maybe we will believe the Spanish and just leave it alone"" or ""Maybe we'll send some financial aid to Cuba but we don't have to go to war."" When you get rid of inevitability in history, you open up new choices, new ways that things could have gone. And that is really the heart of history, it's the possibility for things to be different than they were and different than they are."
Social Studies,"Okay, let's finish up with ""And that's why [insert country here] is so great today."" You see this all the time in historical papers. And I think writers are very tempted to finish a historical essay with some expression of patriotism. And maybe in a few rare cases this is true."
Social Studies,"You could say: ""The United States is a better place today than it was in the 1950s thanks to the Civil Rights Act of 1964."" But it's something you want to use very sparingly, because usually the scope of a historical paper - and think about our ""Throughout history"" here - isn't so huge as to merit the reaction to it being ""This is the heart of what makes America great today."" I've read historical papers about the Spanish Flu in 1919 that end with ""And that's why America is great today."" Ask yourself: is this relevant? And even if it is, is it the most relevant way that you could end an essay? For a historical essay you want to keep your conclusions very specific, the same way that you want to keep your period of time specific."
Social Studies,"So, if you're talking about the post-war era, conclude with something that you can actually substantiate, that you have substantiated in your essay, about the post-war era, say, ""The wealth generated by industrialization after World War II was the reason that the Baby Boom happened."" Don't say ""And that's why America is great today."" What do you mean by great? Do you mean economically great? Culturally Great? Politically great? It's a little too vague, and vagueness can really undermine your argument as opposed to supporting it."
Social Studies,"In a way these are all kind of appeals for human nature, appeals for the natural progress of history, and appeals to patriotism that are less rooted in the fact of what you want to say than they are rooted in ways of trying to get your reader sympathy. Instead what you can do is be specific in your time and your place. Emphasize choices and points where things might have gone differently than they did. And end with a conclusion that is very related to the things that you specifically addressed."
Social Studies,"Remember, you never want to introduce new information in your conclusion, and saying ""And that's why America is great today"" is new information, because it might not necessarily be related. Instead think about what it was you proved in this paper and key your conclusion directly to that.."
Social Studies,"Now there's recently been a scholarly debate about how people first arrived. We know that maybe 12,000 years ago, during an ice age, the sea level was lower, and so a spit of land in between the Americas and Asia was exposed, over which people may have traveled. But recent archeological evidence suggests that people were perhaps already in the Americas at the time of this ice age, so it's possible that they may have come earlier in boats."
Social Studies,"Now however it was that they arrived, they spread north and south and east throughout the Americas so that by the time that Europeans arrived in the late 1400s there were perhaps 50 million people. That's kind of a mid-range number for the estimates, that historians have made, living in the Americas. And of those, four to six million were living in North America."
Social Studies,"So how did these societies develop? Well, a really big moment was around 5000 BCE, when people in Mexico domesticated corn, maize, as it's also known. And domesticating maize meant that people who had originally been hunters, gatherers, following herds of animals could partake in settled agriculture. So they could develop villages, complex societies. This isn't to say that they stopped hunting or gathering, but they began staying in one place."
Social Studies,"So let's zoom in a little bit and take a look at some of the major societies in these regions. Native American societies developed around their natural environments, using the resources that were available to them. For example, the Southwest, Plains and Great Basin were quite dry. A lot of desert. And so societies in these regions adapted to the dry climate in several ways. For example, Native American groups that lived on the Great Plains continued their hunting and gathering way of life."
Social Studies,"Hunting bison, and following the herds of animals in teepees, which were dwellings that were easy to set up and then take down. People in the Southwest, like the Ancestral Puebloan people, dealt with this dry environment by creating very complex irrigation projects so that they could water their maize crops using what little moisture there was. The Puebloans lived in large cave complexes as agriculture allowed them to grow their population."
Social Studies,"In the Northwest, fishing in the Pacific Ocean gave Native Americans a plentiful source of food, while farming allowed the Mississippian peoples to develop large settlements, like Cahokia, near modern day St. Louis, which, at its peak, may have had as many as 25,000-40,000 residents."
Social Studies,"The Mississippians and other East Coast native peoples relied a lot on what's known as three-sister farming, in which people would plant  corn, beans and squash together, which was mutually beneficial to all three plants, as the corn served as a trellis for the beans, and the squash protected the root system of the corn. All three together create a very nutritious diet, which allowed for a relatively high population density on the East Coast."
Social Studies,"So by the time that Europeans began to arrive in the late 1400s and 1500s, native societies had been evolving for over 14,000 years. But the introduction of European people, pathogens, plants, and animals would introduce an unprecedented amount of change in the Americas.."
Social Studies,"Now they wouldn't have had anything like the level of this detail, but they certainly knew that there were very good things to be had in India, and China, and the Middle East. Excellent trade goods like silk and spices, and they knew there was quite a lot of world outside of Europe and Africa, but they didn't think that there was much out there."
Social Studies,"And they expected there would be some small islands on the range of Iceland perhaps, but they had no conception that there were two gigantic continents on the other side of the Atlantic Ocean. It's a frequent misconception that people in this time period thought that the world was flat. Learned people of the era knew that the world was round. In fact they had known so since the time of the Greeks. What they did know was that the world was pretty large."
Social Studies,"In fact they correctly estimated that the circumference of the globe is about 25,000 miles. And so they knew that given the shipping technology that they had, it would be impossible to go west and arrive at the east, while still having enough food and water to supply your crew."
Social Studies,"Now why would anyone have dreamt of going west to get east when they could have simply gone east to get east? Well the answer is that the over land route was long and it was expensive because the Middle East and north Africa and even parts of Spain were controlled by Muslim empires like the Ottomans and the Moors. And so any time trade came from the east, China and India and the Middle East itself, it went through a series of traders and a series of empires along the way, picking up taxes and markups."
Social Studies,"Which meant that by the time a good reached western Europe it was pricey indeed. And since Muslim traders were in control of the Mediterranean here and at the east, taking a ship through there caused pretty much the same problem, so why not go around the coast of Africa? Well that was certainly something that Europeans were keen to do. The only problem is that the wind goes in the wrong direction and it's very treacherous sailing around the tip of Africa to come up into the Indian Ocean."
Social Studies,"So what changed? How did this over land trade route become an over sea trade route? Well for that we have to look a little bit closer at the Iberian peninsula. So this land mass here is the Iberian peninsula. And at the time, the Iberian peninsula was controlled by a number of different groups. The southern part was under Muslim control of the Moors, as they were called, or Moroccan Muslims and they called this area Al-Andalus and we're talking about this area here, and the Spanish called it Granada."
Social Studies,"The western part here was under the control of Portugal, as it is today. So we got Portugal. The eastern part, this area here, is the kingdom of Aragon and then a central part here was kingdom of Castile. So as far as Europeans were concerned this was kind of the end of the world. This was as far southwest as you could go on the European continent and heaven knows what was out here until in the early 1400s, Portugal's Prince Henry the Navigator began investing in navigation."
Social Studies,And one of the important discoveries made by the Portuguese was a new kind of ship and this ship was called the caravel. So what's cool about the caravel is that caravels are ocean worthy but they're also very easy to maneuver and they can sail into the wind.
Social Studies,"So, that means that the problems of sailing around Africa begin to get a little bit easier and so in this early era of the 1400s, the Portuguese began expanding their exploration farther and farther down the coast of Africa, and they come across these islands now that they don't have to hug the coast. The Canary Islands, and farther west this is so small you can barely see it here, Madeira and the Azores. And they quickly discover that these islands are ideal places to grow cash crops. Specifically sugar."
