subject,text
Math,"That's obviously the same thing-- 10 plus 9 plus 1 is the same thing as 20. And of course, we have what we have in our ones place, plus 1 plus 3/10. And what I want to do is I want to take this 9, the 9 that I took from the tens place and give to the ones place. And I'm going to take this 1 that I took from the tens place and give it to the tenths place. So 1 is the same thing as 10/10."
Math,"And so when you regroup this value, you get this as being equal to 10 plus-- 9 plus 1 is 10, and then 10/10 plus 3/10 is 13/10. So that's all that happened here. I changed the value in the places. I took 1 ten away. I had 2 tens. Now I'm only left with 1 ten. And that extra 10 of value, I regrouped it. I gave 9 to the ones place. So 1 plus 9 is 10. And then I gave 1 to the tenths place. So 1 plus 3/10 is the same thing as 13/10.."
Math,"So to figure out which one of these is greater, I like to start with the largest place values and then keep moving to smaller and smaller ones until we actually see a difference. So they both have nine 1's. So at least in the ones place, they seem comparable to each other. Now let's go to the tenths place. So this number on the left has a 9 in the tenths place, while the number on the right has a 7 in the tenths place. So right now, we could view this-- let's just write the whole numbers out."
Math,"So this one is 9 plus 9/10. We haven't gone to the hundredths place yet. So far, out of the two digits, the two places we've looked at, this one on the right is 9 plus 7/10. So this immediately cues to me that the one on the left is the larger number. You're like, hey, how do I know immediately that's the larger number? I have all this other stuff to the right. I have this 98 to the right. I have this 7 to the right."
Math,"And the way to think about it is, no matter what you have, even if you really increase this right-hand side here as much as possible, you're still less than 9.8. In fact, if you keep incrementing the thousandths here, you go from 9.798 to 9.799 to 9.8. So you would have to actually increase to get to even 9.8. And this is at 9.9. So you can really just look at the discrepancy in the largest place value to recognize which number is greater. This has 9/10. This has 7/10."
Math,"It doesn't matter what's going on in the hundredths and the thousandths place. And to make that clear, let's actually add up these numbers and compare them as fractions. So let's keep on going with this. So you have 7/100 here. And here you have 9/100. And then finally, here you have 0/1000. And here-- let me do that in a different color. I already used blue. And here, you have 8/1000. So plus 8/1000."
Math,"So let's put everything in terms of thousandths so that we can add these all up and have two fractions over thousandths, or things in terms of thousandths. So 9 is the same thing as 9000/1000. 9/10-- well, let's see. If you multiplied it by 10, you would get 90 over 100. Multiply by 10 again, you get 900/1000. 7/100 multiplied by 10 is 70/1000. And let's do that over here. Once again, 9 is 9000/1000, and then plus 700/1000 plus 90/1000-- just multiply the numerator and denominator by 10-- plus 8/1000."
Math,"And so what is this number on the left? This number on the left is-- how many thousandths is it? It's 9,970. So it's 9970/1000, while this number on the right here is 9798/1000. So here, once again, you're comparing two numbers. They have the same number of thousandths. This has 900. This only has 700. So even though this is almost 800, 800 is still less than 900. So no matter how you think about it, the number on the left is greater than the number on the right.."
Math,"So I assume that they're asking us which of these is greater. And so let's rewrite these numbers. 156.378, and we want to compare that to 156.348. And it might already be obvious to you which of these is greater. But I'll work through it step-by-step, just in case it's not. So let's first go to the hundreds place."
Math,"And you could view this as, to some degree, the most significant place, because this is where they have the largest-- the 1 in the hundreds place represents a lot more than a 1 in the tens place or a 1 in the six's place. A 1 in the hundreds place represents 100. It's this many hundreds. But we have the same number of hundreds in both situations. We have 1 hundred and we have 1 hundred. Let's go to the tens place. We have 5 tens here, which is 50. And we have 50 right over here."
Math,"So, so far they're equal, so far, if you just look at the hundreds and the tens place. Let's go the ones place. We have a 6 here in the ones place, 6 ones, which is really just 6. And you also have 6 ones. So, so far, they're equal again. Let's go to the tenths place-- 3 tenths, 3 tenths. Let's go to the hundredths place. So we're going into smaller and smaller places. So then you have the 7 hundredths. And now we have 4 hundredths here. So this has less hundredths than this does over here."
Math,"And if we go to the thousandths place, these are equal. But it doesn't matter, even if these were unequal. It doesn't matter, even if this one was larger than this one, because in the more significant place, this number was larger than this number. So 7 is greater than 4. We have 7 hundredths here. We have 4 hundredths here. So we get this number is greater than this number down here. Or 156.378 is greater than 156.348. And in particular, it's because of the hundredths place.."
Math,"What I would like you to do is order these numbers from least to greatest. Take out some paper and try to do it on your own before we do it together. All right, now let's do it together. And the way I would tackle ordering numbers is I would go to the largest place value that the numbers have in common. And so, in this situation, we have a ones place value in all of them. And so we can see that this has one one, this has zero ones, and this one has one one."
Math,"So the thing that has the least ones is going to be the smallest of the numbers. So this one over here is going to be the smallest of the numbers. So let me just write that over here. 0.113. And now we have to figure out which one is next between 1.001 and 1.101. Well then we just go to the next place value. So we go to the tenths place and we right over here, they're equal on the ones place. So if you go to the tenths place, this one has zero tenths while this one has one tenth."
Math,"So the number on the right here is going to be larger. It has more tenths. Same number of ones, but it has more tenths. It doesn't really matter what happens to the right of that. So the next smallest number, if we're ordering from least to greatest, is going to be 1.001. And then last, but not least, would be this one. That is the largest, 1.101. Let's do another example. Let's say we had the numbers 0.424, 0.343, and 0.443. Pause this video and try to order these from least to greatest on your own."
Math,"And once again, the idea here is always start with the largest place value and then compare, and then keep moving to the right if some things are equal. All right, now let's do this together. So they all have zero ones, so they're all equal there, so that's not gonna tell us much. So now let's go to the tenths place. So here I have four tenths. Here I have three tenths. Here I have four tenths. So I don't even have to look at the hundredths or the thousandths place. This one has the least tenths."
Math,"So I can put that as the least, or the smallest of the three numbers, 0.343 And now, so I've already used that one, and so I need to compare these two numbers. They have the same number of ones, they have the same number of tenths, so then we move to the hundredths. So here I have two hundredths, here I have four hundredths. This one has less hundredths than this one. So the one on the left is going to be the next smallest number. So then we have 0.424."
Math,"And then, last but not least, this one right over here, it has the same number of ones as everything else. It has more tenths than this middle one, and the same number of tenths as the left one. But then it has, but then it also has more hundredths than the left one right over here. So this is the largest of the numbers, 0.443. And we're done.."
Math,"All right, now let's tackle this together. And the way that I like to do it is I start at the, I guess you could say, the most significant place value or the largest place value, compare the numbers. And then keep moving to the right to smaller and smaller place values. So we can start in the ones place. This number has zero ones, this number has zero ones, this number has zero ones, and that number has zero ones. So the ones place really doesn't help us much. But then we can move to the tenths place."
Math,"This number has 7/10. This number has 0/10, so just from that we know that the second number is less than the first number. This has 7/10, this has 0/10. It doesn't matter what's happening in the places after that, to the right of that. This number over here also has 7/10, just like the first number. And this last number also has 7/10. So we know from comparing the ones and then the tenths place is that this number right over here is the smallest of the four numbers."
Math,"They all have zero ones, but this one also has 0/10. So I'll list that here, 0.074. Now let's move to the hundredths place. So this number has 0/100. We've already used this number. This number has 7/100. And then this number, it might not be obvious, but the hundredths place you can view as being zero, the hundredths place, you can just put a zero there and not change the value. So this also has 0/100."
Math,"So these three numbers, same ones, same tenths, but this number, 0.77, has 7/100, while the other two had 0/100. So this is going to be the largest of our four numbers. This is larger than these other two because of what we see in the hundredths place. It doesn't matter what's happening in the thousandths place or anything beyond that. So we put the 0.77 right over there."
Math,"And now we are tasked, and we've used this number, and now we have to compare these two numbers, which were equal in the ones, tenths, and hundredths place, so we have to go to the thousandths place. This number has 7/1000. This number has 0/1000. So this number is smaller than this first number here. So I'll write this next, 0.7, and then the third smallest, or the next to largest number is this one over here, 0.707, and we're done."
Math,"So the main idea is you wanna compare the most significant place values, the largest places values first, and then based on that, keep moving to the right to compare less and less significant place values.."
Math,"And so, what I want you to do is pause this video, and figure out, are these equal to each other? Or is one of the larger than the other? And if one of them is, which one is larger, and which one is smaller? Pause this video and try to figure that out. All right, now let's try to do this together, and the way that my brain works is, I try to put them into a common representation. So, one way we could do it is we could try to re-write this one on the right as a decimal. So let's do that."
Math,"So, we could re-write this as, it's expressing a certain number of thousandths, so let me just make some blanks for our various placeS. So let's say that's the one's place, and that's our decimal, that's going to be our tenth's place, that's going to be our hundredth's place, and that's going to be our thousandth's place. So, one way to view 307 thousandths is that we have 307 of this place, right over there. So, we could just write the seven there, the zero there, and the three over there."
Math,"This over here would be 307 thousandths, and so we would have no ones. And so when you look at it this way, it's a little bit easier to compare. You can say, ""all right, we have the same number of ones, we have the same number of tenths, let me compare the like one to the like ones."" So, our tenths are equal, but what happens when we get to the hundredths? Here, we have seven hundredths, and here we have zero hundredths. So, this number on the left is going to be larger."
Math,"So, 37 hundredths is greater than 307 thousandths. Another that we could have done this is we could have re-expressed this left number in terms of thousandths. We could've re-written it as, instead of 37 hundredths, we could've just said zero point three seven, and just put another zero on the right, and this is 370 thousandths. I'll write it out. 370 thousandths. And when you look at it this way, once again it's clear that 370 of something is more than 307 of that something."
Math,"So, this quantity on the left is larger. Let's do another example, but I'll use different formats. So, let's say on the left, I'll use decimal format, I'll have zero point six, or six tenths, and then on the right, I'm going to have six times one over a hundred."
Math,"Pause this video and tell me, which of these quantities, if either, are greater, or are they equal to each other? All right, so once again, in order to tackle this, you really just have to think about what are different way to represent them? And really just get to a common representation. And so, I could re-write six tenths and six times one tenth. Six times one tenth."
Math,"And this might be enough to be able to compare the two, because six times one tenth, is that going to be greater than, or less than, or equal to six times a hundredth? Well, a tenth is ten times larger than a hundredth, so because this is ten times larger than that, if you multiply is by six, well, this is going to be a larger quantity."
Math,"So we could go and say, ""Hey, this is greater than that."" Another way that you might have realized that is if you were to express this right quantity as a decimal like this. So, this is six times a hundredth, or six hundredths. So, we could write that's our ones, that's our tenths, and then in our hundredths place, you would have six."
Math,"And if it isn't obvious that this is less than that, you could add a zero here, and this, we would read as 60 hundredths, and 60 hundredths is for sure larger than six hundredths. So, these are all very reasonable ways of re-representing these numbers and putting them in the same format so we can make the comparison and realize the one on the left, actually in both scenarios, is larger than the one on the right.."
Math,"Which bread takes less flour? So the white bread calls for 4/10 of a kilogram, while the recipe of whole wheat bread calls for 0.385 kilograms, or 385/1000 of a kilogram. Now the way I wrote it is important. You always want to line up the decimals when you are comparing, because you want to compare numbers in the same place value. And this is an interesting example of even though the number down here has more digits it doesn't mean that it's necessarily a larger number."
Math,"What we want to do when we compare numbers and this is true whether we're dealing with decimals or not, is we start in the largest place value. We could start in the ones place, 'cause both of these have zero ones. Then we go one place value down, we go to the tenths place. The white bread, it requires 4/10 of flour while in the whole wheat bread we only have 3/10 of flour. So we can stop right there. This has more tenths than this does. It doesn't matter that this has more hundredths and thousandths."
Math,"Those are less significant. They don't add up to as much as what we're dealing with when we look just at the tenths place. So because four is greater than three, and we're in the tenths place we know that white bread takes more flour, but we have to be very careful. They said which bread takes less flour? So it's going to be whole wheat bread. Three is less than four. Let's do another one of these."
Math,A group of fifth graders kept track of the number of hours they spent working on their science project right? Put the students in order from the least to greatest amount of time spent. The student with the least amount of time should be at the top of the list. So pause this video and see if you can do this. And this is actually a screenshot from the Khan Academy exercise. If you're doing the Khan Academy exercise you'd actually be able to click on these and move them around. But let's compare them.
Math,"So as I mentioned in the last example, when you're comparing numbers it's good to line up the place values, so let's do that. So Adam is 5.5. Aviv is five, and Jenny is 5.17. So once again, start at the largest place value. Start at the ones. They all have exactly five ones, so then we move to the next place value. In this case, we're going to go to the tenths place. So when we look at the tenths place, interesting things are going on. Aviv has no tenths. It's a blank here, but you could do this as 5.0."
Math,"So Aviv has the fewest tenths, then comes Jenny with only 1/10 and then Adam has 5/10. So that tells us enough so that we can order the three. We don't even have to look at the hundredths place because the tenths here are different. So the least number of tenths is Aviv, so that's going to be Aviv is the least. They all have the same number of ones, but Aviv has the least tenths. Then comes Jenny."
Math,"Jenny, once again, they all have the same number of ones but then Jenny has less tenths than Adam, and then comes Adam. Adam has the most tenths. It doesn't matter that Jenny also has 7/100. Notice you could view this as 17/100 which is going to be less than 5/10 which could also be viewed as 50/100. So the general way to think about it, start at the most significant, the largest place value, compare. If things are equal, go to the next place value."
Math,"When things are different, then you have enough information to start ordering them.."
Math,"then say say what is 12.5 rounded to the nearest 10? Well, what's cool about this is you can see on the number line that our tens are in this blue hash."
Math,"So we have 10 and then 20 and we're between 10 and 20 and which one are we closest to? Which is literally the nearest 10? Well, you can see we are closer to 10 than we are to 20 so you would say 10, and this helps us build an intuition for what rounding to the nearest 10 even means because you might know a rule like, hey look, you go one place less than the tens place, which would be the one's place and if it's less than five there you round down to 10. If it's five or greater you round up to 20."
Math,"But you see why over here, we are just closer to 10. Let's do another example here. So here it says drag the point to 0.136. So this is 0.13, this is 0.14, so this is 13 hundredths and this is 14 hundredths, now let's see. There's one, two, there, four, five, six, six, seven, eight, nine, ten. So these are, you could think of it as the ten thousandths between these two hundredths. So we want to go 13 hundredths and then another six thousandths. So let's see, we go one, two, three, four, five, six."
Math,"Just like that, and then they say what is this number? 136 thousandths or 0.136 rounded to the nearest hundredth. Well, we have our hundredths in blue here, and which one are we closer to? Well, we're closer to 14 hundredths, 0.14. And that's consistent with what we've seen in other cases where you look at the thousandths place and if it's five or greater you round up. In this case, you would round up to 14 hundredths. Let's do a few more examples here."
Math,"So let's say that, so they're asking us which point is at 44.197 on the number line? So let's see, that's going to be between 44 and 45, so it's right over here, 44.197, so that would be point C. And then they say, what is 44.197 rounded to the nearest whole number? Well, there's a couple of ways to think about it. You could just look at the tenths place and say look, that's less than five so we round down to 44 or a more intuitive way of thinking about it is like look, point C is the number we care about."
Math,"That is 44.197. What's the closest whole number to it? Is it closer to 44 or is it closer to 45? Well, it's clearly closer to 44, so that's another reason why 44 makes a lot of sense. Let's do another example. Let's say that we want to, so they say, what is A rounded to the nearest thousandth? What is A rounded to the nearest hundredth? So A is right over here, let's get our bearings. So 0.7, that's seven hundredths. This is eight hundredths right over here."
Math,"And then between them, let's see, this looks like it's zero, so you can view this as 70 thousandths, 71 thousandths, 72 thousandths, 73 thousandths, 74 thousandths, and so on. So this is between 78 thousands and 79 thousandths. So if we round to the nearest thousandth it looks closer, in fact, it's definitely closer to 78 thousandths than it is to 79 thousandths. So I would say this is 0.078, or 78 thousandths. That's closer, that's the nearest thousandth."
Math,"What is A rounded to the nearest hundredth? Well, what are the hundredths that it's in-between? It's in-between seven hundredths and eight hundredths. And which one is it closer to? Well, it's closer to eight hundredths, 0.08."
Math,"So once again, the whole point of this video is to appreciate when people say round to the nearest whole number, to the nearest 10, to the nearest thousandth, to the nearest hundredth, you can think of it on a number line and just say, well, what is the closest hundredth to it? Or what hundredth is it closest to? Which thousandth is it closest to on the number line?."
Math,"And we need to round to the nearest tenth. So what's the tenth place? The tenths place is right here. This right here represents 5 tenths. This is the ones place, this is the tenths place, this is the hundredths place, and this is the thousandths place right here. So we need to round to the nearest tenth. So if we round up, this will be 9.6. If we round down, this will be 9.5."
Math,"And just like regular rounding, when we're not dealing with decimals, you move to one spot, or you look at one place to the right or one place lower, I guess, and you say is that 5 or larger? If it is, you round up, if it isn't, you round down. 6 is definitely 5 or larger, so we want to round up. So this 9.564 becomes 9.6, or we can call this nine and six tenths. And then we're done!."
