subject,text
Health,"And the aorta actually has a little arch, like that. We call it the aortic arch. And it sends off one vessel to the arm, one vessel up this way, a vessel over this way. And then this arch kind of goes down, down, down and splits like that. So this is kind of a simplified version of it. But you can see how there are definitely some parallels between how the veins and the arteries are set up. And arteries, anytime I mention the word artery, I want you to think of blood going away from the heart."
Health,"And an easy way to remember that is that they both start with the letter A. So going to our big diagram now. We can see that blood coming in this way and blood coming in this way is ending up at the same spot. It's going to end up at the-- actually, maybe I'll draw it here-- is ending up at the right atrium. That's just the name of the chamber that the blood ends up in. And it came into the right atrium from a giant vessel up top called the superior vena cava."
Health,"And this is a vein, of course, because it's bringing blood towards the heart. And down here, the inferior vena cava. So these are the two directions that blood is going to be flowing. And once blood is in the right atrium, it's going to head down into the right ventricle. So this is the right ventricle, down here. This is the second chamber of the heart. And it gets there by passing through a valve."
Health,"And this valve, and all valves in the heart, are basically there to keep blood moving in the right direction. So it doesn't go in the backwards direction. So this valve is called the tricuspid valve. And it's called that because it's basically got three little flaps. That's why they call it tri. And I know you can only see two in my drawing, and that's just because my drawing is not perfect. And it's hard to show a flap coming out at you, but you can imagine it. So blood goes into the right ventricle."
Health,"And where does it go next? Well after that, it's going to go this way. It's going to go into this vessel, and it's going to split. But before it goes there, it has to pass through another valve. So this is a valve, right here, called the pulmonary valve. And it gives you a clue as to where things are going to go next. Right? Because the word pulmonary means lungs. And so, if this is my lung, on this side, this is my left lung. And this is my right lung, on this side."
Health,"Then these vessels-- and I'll let you try to guess what they would be called-- these vessels. This would be my-- I want to make sure I get my right and left straight. This is my left pulmonary artery. And I hesitated there just to make sure you got that because it's taking blood away from the heart. And this is my right pulmonary artery. So this is my right and left pulmonary artery. And so blood goes, now, into my lungs."
Health,"These are the lungs that are kind of nestled into my thorax, where my heart is sitting. It goes into my lungs. And remember, this blood is blue. Why is it blue? Well, it's blue because it doesn't have very much oxygen. And so one thing that I need to pick up is oxygen. And so that's one thing that the lungs are going to help me pick up. And I'm going to write O2 for oxygen. And it's also blue. And that reminds us that it's full of carbon dioxide. It's full of waste because it's coming from the body."
Health,"And the body's made a lot of carbon dioxide that it's trying to get rid of. So in the lungs, you get rid of your carbon dioxide and you pick up oxygen. So that's why I switch, at this point, from a blue-colored vessel to a red-colored vessel. So now blood comes back in this way and this way and dumps into this chamber. So what is that? This is our left atrium. So just like our right atrium, we have one on the left."
Health,"And it goes down into-- and you can probably guess what this one is called-- it's our left ventricle. So just like before, where it went from the right atrium to the right ventricle, now we're going from the left atrium to the left ventricle. And it passes through a valve here. So this valve is called the mitral valve. And its job is, of course, to make sure that blood does not go from the left ventricle back to the left atrium by accident. It wants to make sure that there's forward flow."
Health,"And then the final valve-- I have to find a nice spot to write it, maybe right here. This final valve that it passes through is called the aortic valve. And the aortic valve is going to be what divides the left ventricle from this giant vessel that we talked about earlier. And this is, of course, the aorta. This is my aorta. So now blood is going to go through the aorta to the rest of the body. So you can see how blood now flows from the body into the four chambers."
Health,"First into the right atrium-- this is chamber number one. And then it goes into the right ventricle. This is chamber number two. It goes to the lungs and then back out to the left atrium. So this is chamber number three. And then the left ventricle. And this happens every moment of every day. Every time you hear your heart beating, this process is going on.."
Health,"And I realize it looks a little bit scary. But once I start labeling stuff, you'll start seeing that it's actually not as bad as it seems. So let's get started in the upper part of the heart. The right atrium is right there, and then blood goes down into the right ventricle. And then on the other side, I'm going to label the last two chambers, the left atrium and the left ventricle. And we're going to actually follow the path of blood after it leaves the right ventricle."
Health,"We're going to start our journey here at the right ventricle. So what's the first thing that kind of comes across? Well, blood leaves the right ventricle, goes through a valve. And after, on the other side, you've got this area right here. And I've drawn it as one tube with no split, and this is the pulmonary trunk. So blood is headed towards the lungs, going first through the trunk. And of course, after the trunk there's a left and right. So I'll write that up here. The pulmonary arteries are next."
Health,"And remember, I call them arteries because they're going away from the heart. And there are two arteries. So pulmonary arteries, left and right pulmonary arteries. And that's why you see two things here. One here, and you see one here. And those are basically tubes. So it's going from the pulmonary trunk. It's splitting into one of the two tubes. And now I'm drawing the left and right lung up top. And of course, you know that the lungs are actually not going to look this way."
Health,"So this is not anatomically correct. But this is not, as I said in the beginning, a bad way of thinking about it. So blood goes through the lungs and then comes out on the other side. And there we're going to talk about left and right pulmonary veins. And actually, here I'm going to make the point that there aren't just two pulmonary veins, one for each lung. Actually, there are usually more than that."
Health,"And so when I draw this, too, I really want you to just think of the two sides, veins coming from both sides. But the actual number could be a few pulmonary veins in total. The pulmonary veins drain blood, then, into the left atrium, right? So now we're on the other side of the heart. And for the moment, I'm going to kind of pause the journey here. So we've gone from the right ventricle, around to the lungs, back again in the left atrium. And this is kind of the first part of our journey."
Health,"And this part of the journey is called the pulmonary circulation. I'm actually just going to write that here. Pulmonary circulation. So the fact that this part is going-- starting from the heart and going back to the heart is one circuit, and our heart actually has two circuits. But I want to point out the circuits one at a time, and we've already kind of completed one circuit. So I'm going to take some blue paint to indicate deoxygenated blood, or blood without oxygen."
Health,"I'm going to paint in how it would look. And actually, it stopped there because my arrows. But you can actually see now the deoxygenated blood kind of goes from the right ventricle, through the pulmonary trunk, through the arteries, and into the left and right lung. And once it's there, it's going to kind of mix in with the capillaries. And it's going to start getting oxygen, and then it's going to come out on the other side in the pulmonary veins."
Health,"And it's again stopped a little bit there, but I can fill it in. And the pulmonary veins are going to deliver that oxygenated blood to the left atrium. So what you see kind of colored in now is the pulmonary circulation. That's the first part of our circuit. But let's now keep going and now talk about the second part of the circulatory system, which is the systemic circulation. So now the journey starts with the left ventricle, so let me start there."
Health,"So for the systemic circulation, I'm going to start the left ventricle. And it's going to go around to the body, right? The body is kind of the thing that's going to be receiving all of the blood. And when I say body, I really mean lots of things. I mean things like the brain, so it could be an organ like the brain or the liver. It could also be maybe things like bones, if you have bones in your fingers. Could be the toes."
Health,"Could be any part of your body that you can think of, right? So all these different organs and tissues are going to be getting blood from the left ventricle. It's going to be going initially through a giant vessel. This vessel I'm going to label it say, here, as the aorta. So this large vessel is the aorta. And of course, it branches and splits. And I haven't shown all the branches that come off the aorta. But there are many, many of them."
Health,"It goes to the various tissues and organs, and then it comes back out on the other side. And at the end, kind of somewhere up here, it's going to go back to the right atrium. And it generally travels through two major kind of vessels. One is the inferior, and the other is the superior, meaning lower and upper. And they're both called vena cava. So superior vena cava and inferior vena cava. I'll just write that here."
Health,"So these are the two major veins that are bringing back blood from all the different parts of the body. And so now you've actually seen the second circulation, because it all ends at the right atrium. And this is the systemic circulation. I'm going to write systemic circulation here. So now you can see that the heart is really two different systems-- or let's say two different circuits, rather. And the first one, the pulmonary circulation, is really kind of relying on the right ventricle as the pump."
Health,"And the second one is relying on the left ventricle as the pump. And actually, now that you've seen it, I can now color it in. There it would kind of deliver all the blood to the various organs, and then the organs would use up the oxygen. So let me show it kind of now going back to blue just to indicate deoxygenated blood, and it goes back to the right atrium as deoxygenated blood. So this is kind of how we sometimes see it."
Health,"And again, this doesn't show you or give you an appreciation for the anatomy exactly, where things branch off and where the different names make sense. But you get a kind of overall feel for the fact that we have two different circulations, and you can see where the blood is going for the two different circuits. Now, when you look at this picture, you could say, well, OK, I guess you can see where all the different tissues are getting the blood."
Health,"Basically sounds like everything is coming from the oxygenated blood coming out of the left ventricle. But some tissues always kind of trip people up or kind of spark a question, and I'm just going to kind of try to target a couple of the tissues that I think people sometimes might have questions about. And one of them-- wouldn't really call it a tissue, but you could definitely call it a cell type. It's the RBC, and RBC just stands for red blood cell."
Health,"So people sometimes wonder if the red blood cells are carrying blood to other parts of the body, then how do they themselves get oxygen? Do they just kind of use up some of the oxygen that they're carrying, or what exactly? And to answer this question, I would have to remind you that a red blood cell basically looks a little bit like this in cross-section. And it doesn't have any mitochondria. No mitochondria. So it has no mitochondria."
Health,"And remember, mitochondria are these tiny little organelles inside of cells that are using oxygen. So if it has no mitochondria, then it is not really using oxygen. So it's not using oxygen. And really, these cells-- we call them cells, and they are in many senses of the word. But they don't really have mitochondria. They also don't have a nucleus."
Health,"I mean, these are, literally, these amazingly designed cells that are made for the purpose of carrying around oxygen to the body, because they literally are bags of hemoglobin. So just remember, red blood cells don't really need oxygen. They simply carry it around. Another tissue or organ that makes people kind of wonder is the heart. The heart is pumping all the blood around."
Health,"But does it actually get oxygen from vessels that are in the pulmonary circulation or from the systemic circulation or what? And here, the short answer is systemic circulation. That's kind of the quick answer. And let me actually show you where the blood vessels come from. These are called coronary vessels. I'll just write the word coronary here, coronary vessels. So coronary artery and vein. And these coronary vessels, they actually come right off the aorta here and here."
Health,"So they kind of come off of the aorta right away. They're the first branches off the aorta, actually. So the first branches go and serve the heart, so it's kind of the first to get systemic circulation blood. And the veins actually drain into a spot directly into the right atrium, so there's actually a little spot right there that they drain into. So the blood from the arterial side is coming from the aorta. And on the venous side, it's actually not even dumping into the inferior or superior vena cava."
Health,"Kind of a little known fact, it's going directly into the right atrium. And finally, kind of a tricky one, but the lungs. Where do the lungs get their oxygen from? And this is, I say, tricky. And I kind of saved this for last, because there are actually blood vessels. And again, don't worry so much about the anatomy in terms of where is it coming off of exactly? But it's coming off of the systemic circulation, and you've got a vessel going to the right lung. Let's say something like that."
Health,"And you've got another vessel going-- I'll just draw it kind of going-- to the left lung like that. So you've got a couple of arteries that are branching off, and these are also part of the systemic circulation. And these are called the bronchial arteries. And these bronchial arteries bring then really wonderful oxygenated blood, right? These are the bronchial arteries. And you might say, well, that wasn't so difficult. I'll say bronchial vessels, because there are also some veins coming off."
Health,"Actually, let me draw the veins now for you, so you can see how those kind of end up. And these veins, they come from, of course, the right lung. And they actually end up dumping in here. You can't really show blue on blue, but just trust they go there. And you've got another vein from the other lung, kind of following a parallel path and going into the veins as well."
Health,"And so they don't dump necessarily directly into the inferior or superior vena cava, but I just want to show that they go into the venous side on the systemic circulation. So if that was it, that would be really simple. But actually, lungs are kind of interesting in the sense that there is a lot of mixing going on. So you've got pulmonary arteries carrying blood. You've got bronchial arteries carrying blood, and that blood mixes."
Health,"And then you've got-- at the capillaries, you've got some blood kind of from both places, the pulmonary circulation and blood from the systemic circulation again mixing. And then on the other side, where the veins are bringing blood back to the heart, most of the blood-- as it turns out, most of the blood actually goes this way, into the pulmonary veins."
Health,"So even though you have bronchial arteries bringing blood in-- that would be right here-- you only have bronchial arteries bringing blood in, a lot of that blood ends up going into the pulmonary circulation. So that's kind of an interesting fact, that not as much goes this way directly into that systemic circulation. So it's kind of a tricky thing to keep in mind. But the lungs, then, technically really are getting blood both from the systemic circulation, but also they're kind of mixing blood."
Health,"And they're mixing blood with the pulmonary circulation. We'll talk a little bit more about this in another video. I don't want you to feel like this kind of got too confusing. But I just want you to be aware that there is mixing going on in the lungs with the systemic and pulmonary circulation, kind of a neat organ in that sense.."
Health,"And one of the things that keeps the blood flowing in the right direction, we know, is the valves. And two of the valves I'm actually going to give you new names, something slightly different from what we have been referring to them by. These are the atrioventricular valves, and you can take a guess as to which ones I'm referring to. Atrioventricular valves are the two valves between the atria and the ventricles. So one will be the tricuspid valve, and the other is the mitral valve."
Health,"And just to orient us, this is the tricuspid, the T. And this is our mitral, or M. And the atrioventricular valves, these two valves, if you look at them, they're both facing downwards. And one of the things that you might be wondering is, well, how is it that they aren't just flopping back and forth? And these valves, in particular, have a very interesting strategy. And that is that they actually are tethered to the walls."
Health,"So they're held down here like that, and they have on the other end of those tethers a little muscle there. Now, this makes perfect sense if you think about it, because the ventricles are very strong. We know the ventricles are really, really strong. And so if the ventricles are squeezing, there's a good chance that that blood is going to shoot up in any direction it can go."
Health,"It's going to go back perhaps through the mitral valve if it can go there, or it'll go through that tricuspid valve if it can go there. But the reason that it won't is that these papillary muscles are basically kind of sending out little lifelines, these chordae tendineae lifelines, to keep the valve from flipping backwards. So these chordae tendineae, these cords, are important for that reason. They're keeping the valve from flipping backwards."
Health,"So these are all chordae tendineae, and these are all the papillary muscles. And these are particularly important, then, we can tell, for when you're trying to make sure that the ventricles don't screw up the valves. And now let's say that by accident our ventricle is just too strong, too powerful. Let's say that it broke one of these cords. Let's say it broke this one right here. And that's because our ventricle was just forcing too much blood back, and it just snapped the cord."
Health,"What would happen? Well, this would basically kind of start flipping back and forth. It would flip this way and this way. And then on the next heartbeat, blood would start going the wrong direction, because this valve is not able to keep that nice tight seal. And so blood would basically kind of go this way when it wasn't supposed to. And all of a sudden, our flow of blood is now going in the wrong direction."
Health,"So the chordae tendineae and the papillary muscles do a really, really important job in preventing that from happening. So let's move our attention to another area. Let's focus on this right here, which is the interventricular septum. And you can think of septum as basically a wall, interventricular septum. In this interventricular septum, the one thing I want to point out, which is maybe fairly obvious when you look at it-- you might think, well, why did you even have to say it? That's pretty obvious."
Health,"This area is really thin, and this area is really thick by comparison. So the two areas are not equal in size. This is much thicker. And the reason I wanted to bring that up is because this first area in blue is called the membranous part, literally like a membrane. And the bottom, the red part, is the muscular part. This is the strong muscular part. So you have two different areas in that interventricular septum, the wall between the ventricles."
Health,"And one of the interesting things about the membranous part, in particular, is that a lot of babies are born with holes in that membranous part. So when I say a lot, I don't mean the majority of babies, by any means."
Health,"But one of the most common defects, if there is going to be a defect, would be that you would actually have a communication between these two so that blood could actually, again, flow from a place that it's not supposed to go, the left ventricle, into a place it shouldn't be going, the right ventricle. So blood can actually flow through those holes, and that is a problem. That is called a VSD. And actually, you might hear that term at some point. So I just wanted to point out where that happens."
Health,"And while I'm writing VSD, you can take a stab at guessing what it might stand for. Ventricular, and S is septal. Again, septal just means wall. And D is defect. So a VSD is most common in that membranous part, more so than that muscular part. Now, let's move on again to one final thing I want to point out, which is I want to zoom in on the walls. So here in a gray box I'm going to kind of highlight what's going on this wall and how many layers there are in this wall."
Health,"Let me draw out a little rectangle to correspond to that little rectangle I drew on the heart itself. So there are three layers to the heart muscle. And actually, I'm going to go through all three layers. And we'll start from the inside and work our way out. So on the inside, you have what's called the endocardium. And I'm actually going to draw the endocardium all the way around here. It goes all the way around the valves, so now you already learned that the valves now have endocardium."
Health,"It goes around the ventricle and, as I showed you in the beginning, also around the atrium. And it goes all the way up and covers both the right and left side. The endocardium is very, very similar in many ways to the inner lining of the blood vessels, actually. So it's a really thin layer. It's not a very thick layer. It's the layer that all the red blood cells are kind of bumping up against."
Health,"So when the red blood cells are entering the chambers of the heart, the part that they're going to see is going to be the endocardium. So this is what it looks like, and this is that green layer all the way around that I've drawn now. So if I was to draw it kind of in a blown-up version, it might look like this. Right? And it's a few cell layers thick. And like I said, on the inside you have some red blood cells bumping along. So maybe this is one red blood cell, and this is maybe another one."
Health,"And they would bump into that endocardium. Now, if you go a little bit deeper to the endocardium, what do you get to next? Well, next you get to myocardium. And that would be, let's say, the biggest chunk of our wall. And that would look something like this. And that myocardium you can kind of appreciate without even having me point it out, because it's the most common part of this entire thing. So this is our myocardium, and let me go back and actually label the endocardium as well."
Health,"And on the other side-- and actually, just notice that the words are all pretty similar. Myo means muscle. And actually, while I'm on myocardium, let me just point out one more thing. The myocardium is where all of the contractile muscle is going to be, so that's where a lot of the work is being done. And that's also where a lot of the energy is being used up. So when the heart needs oxygen, it's usually the myocardium, because that's the part that's doing all of the work."
Health,"Now, on the other side of myocardium, what do we have on the outside? Well, we have a layer called the pericardium, and let me try to draw that in for you. Pericardium is something like this, kind of a thin layer. And the interesting thing about pericardium is that there's actually two layers to it. So there's actually something like this where you have two layers, an inner layer and an outer layer. And between the two layers you have literally a gap. There's a gap right there."
Health,"And in that gap, you might have a little bit of fluid. But it's not actually cells. I guess that's the biggest point. It's not actually cells. It's more just a little bit of fluid that hangs out there. So this whole thing is called the pericardium. Now, you may be wondering how in the world do you get a layer that has a gap within it. So let me actually try to show you what happens in a fetus."
Health,"So let's say you have a little fetus heart, a tiny little heart like this, and it gets a little bit bigger like this. And then it finally gets into an adult heart, something like that. So this would be the adult heart, right? Well, at the same time that the heart is growing, you actually also have a sac, almost like a little balloon. And this balloon actually begins to envelope the heart, so this growing heart kind of grows right into the balloon."
Health,"And so this balloon kind of starts going around it like that, and you get something like this. And then eventually, as the heart gets really big, you get something like this. You basically have this kind of inner layer of the balloon that's pancaked out that doesn't even look like a balloon anymore. It's very flat, and then it kind of folds back on itself like that. And it comes all the way around. And now you can see why even though it's continuous-- it's not like it breaks."
Health,"It is continuous here-- you can see how if you actually just were to look at one chunk of it, like we're looking at right here, you can see how it would actually look like a pancake. And so on our heart actually, it literally would be something like this, like a very thin kind of pancake. And I'm not doing a very, very good job making it look thin, but you can imagine what it is that it could look like if I was to zoom in on it."
Health,"Basically, something like that, where you have two layers that are basically just kind of turned in on themselves. And both layers put together are called your pericardium. Now, there are actually separate names for the two layers. So for example, the layer that's kind of hugging up against the heart, this layer that I'm drawing right now, this layer is called the visceral pericardium. So you call that the visceral pericardium. And the name visceral, this right here, would be visceral."
Health,"And the reason it's called visceral is because viscera refers to organs, so that's called the visceral pericardium. And then this outer layer, the one I'm drawing now, is called the parietal pericardium. And that's the layer that actually is on the outside, so let me label that as well. So that's this guy. That would be the parietal pericardium. So now you can actually see the layers of the heart-- the endocardium, myocardium, and pericardium."
Health,"And actually, just to throw you a curve ball, because I'm pretty sure you can handle it, this visceral pericardium, another name for it, just because you might see it sometime, is the epicardium. Sometimes you might see the name epicardium. And don't get thrown off. It's really just the visceral pericardium. It's just the outermost layer of that heart before you get to the parietal layer.."
Health,"And so maybe that represents how much oxygen they have. And so one possible explanation is that arteries carry oxygenated blood, oxygenated, oxygenated blood, while veins carry deoxygenated blood. So blood that has less oxygen now. Now this is actually incorrect. It is, many times, the case that arteries are the ones carrying oxygenated blood and veins are carrying the deoxygenated blood. But as we will see, this is not always the case."
Health,"And since we're already talking about oxygenated blood and deoxygenated blood and the colors red and blue, it's worth addressing another misconception. Many times it is said that deoxygenated blood looks blue, and the reason why people believe that is if you look at your wrist and you're able to see some of the vessels in there, you will see some blue vessels. And those, or at least they look blue when you're looking from the outside of your skin. And those, indeed, are veins."
Health,"And so that's where the misconception has come from, that veins, which, in your arm, are carrying deoxygenated blood. That that deoxygenated blood is blue. It turns out that it is not blue. It is just a deeper red. And the reason why the veins look blue is because of the optics of light going through your skin and then seeing the outside of the veins and then reflecting back. That is not the color of the actual blood. So so far I have not given you a clear definition of what arteries versus veins are."
Health,"A better definition, so let me cross these two out, are that arteries carry blood away from the heart. Away from the heart. And veins carry blood towards the heart. Towards the heart. And I can get a zoomed in image of the heart right here and that will make it a little bit clearer. And you can also see, or we're about to see, why this first definition, or this first distinction between arteries and veins does not always hold. So let's just imagine some blood that is being pumped away from the heart."
Health,"So right when it gets pumped away from the heart, it'll be right over here. It gets pumped through the aorta, and you can see the aorta branches, so some blood can go up towards your head, and if it didn't, you would pass out and die. And then a lot of the blood goes down towards the rest of your body. And that, indeed, is the most oxygenated blood. And so it'll flow through your body."
Health,"And these arteries will keep branching and branching into smaller vessels, all the way until they form these very small branches. And it's that place, especially, where they will lose a lot of their oxygen to the fluid and the cells around them. And then the blood is less oxygenated. And then even though deoxygenated blood is not blue, it often gets depicted as blue in a lot of diagrams. So I will do the same. And these vessels start building into your veins."
Health,"And these really small vessels that really bridge between arteries and veins, where a lot of the gas and nutrient exchange occurs, these are called capillaries. And so after going through the capillaries, the blood will then come back to the heart and now it's coming towards the heart through the veins. It comes into the right atrium, then the right ventricle. Then that gets pumped towards the lungs. And this is the exception to the first incorrect definition of arteries and veins that we looked at."
Health,"This right over here, is an artery. Even though it's carrying less oxygenated or deoxygenated blood, it's an artery because it's carrying blood away from the heart. But in this case, it's not carrying it to the rest of the body, it is carrying it to the lungs. That is why it is called the pulmonary artery, even though it's carrying less oxygenated blood. So that it goes to the lungs and then, in the lungs, there's more gas exchange that occurs. The blood gets oxygenated and then it comes back to the heart."
Health,"And so it comes back to the heart in these vessels right over here, and that even though these are carrying highly oxygenated blood, these are considered veins because they're carrying blood towards the heart. So these are pulmonary veins. And then the cycle starts again. The pulmonary veins bring the oxygenated blood into the left atrium and the left ventricle, and then that pumps it to the rest of the body to the aorta, for your systemic circulation."
Health,"You have your pulmonary circulation, which circulates the blood to, through and from the lungs. And you have your systemic circulation, which takes the blood to and from the rest of the body. So now that we have this main distinction between arteries and veins, what are some other interesting things that we know about it? Well one thing to keep in mind is that since arteries are being pumped directly by the heart towards the rest of the body, they have high pressure. I'll write that in caps. High pressure."
Health,"And so if you were to have an accident of some type, which you do not want to have, and you were to accidentally cut an artery, because of that high pressure, it would actually spurt blood, a lot more than if you were to cut a vein. And most of the times where you get a cut, you're really just cutting capillaries. Like if you were to prick your finger, it's usually a series of capillaries that get cut, and that's why the blood would come out very very slowly."
Health,"Now if arteries are high pressure, veins are low pressure. Low, low pressure. And one way to think about it is the arteries, the blood is being pumped directly by the heart. But then once it goes through the capillaries and comes back through the veins, it's kind of sluggishly making its way back to the heart. It's not being directly pumped."
Health,"And that's why in veins, because you don't have that high pressure to bring everything back to the heart, you have these valves that make sure that for the most part, the blood is going in one direction. I'm going to draw the blood in red in the veins, just so we don't keep going with that misconception, that blood in the veins is blue somehow."
